开单日期,单据编号,收银员,总金额,应收金额,会员卡号,收现金,银行卡,购物券,储值卡,一卡通,微信,抹零金额,仓库,班次,POS机,业务员,支付宝
2018-12-21 16:57:45,5201812210703                 ,何明明,22.3,22.3,,0,0,0,0,0,22.3,0,南超,午班,pos5,,0
2018-12-21 16:55:32,5201812210702                 ,何明明,32.4,32.4,,0,0,0,0,0,0,0,南超,午班,pos5,,32.4
2018-12-21 16:50:06,5201812210698                 ,何明明,39.7,39.7,,0,0,0,0,0,0,0,南超,午班,pos5,,39.7
2018-12-21 16:46:57,5201812210697                 ,何明明,6.2,6.2,,0,0,0,0,0,6.2,0,南超,午班,pos5,,0
2018-12-21 16:44:19,5201812210694                 ,何明明,8.7,8.7,,0,0,0,0,0,0,0,南超,午班,pos5,,8.7
2018-12-21 16:43:41,5201812210692                 ,何明明,7.5,7.5,,0,0,0,0,0,0,0,南超,午班,pos5,,7.5
2018-12-21 16:39:52,5201812210687                 ,何明明,34.7,34.7,,0,0,0,0,0,0,0,南超,午班,pos5,,34.7
2018-12-21 16:37:50,5201812210679                 ,何明明,2.7,2.7,,2.7,0,0,0,0,0,0,南超,午班,pos5,,0
2018-12-21 16:37:01,5201812210678                 ,何明明,19,19,,0,0,0,0,0,0,0,南超,午班,pos5,,19
2018-12-21 16:35:31,5201812210675                 ,何明明,1,1,,0,0,0,0,0,1,0,南超,午班,pos5,,0
2018-12-21 16:35:28,5201812210674                 ,何明明,10.6,10.6,,10.6,0,0,0,0,0,0,南超,午班,pos5,,0
2018-12-21 16:33:59,5201812210670                 ,何明明,4.4,4.4,,0,0,0,0,0,0,0,南超,午班,pos5,,4.4
2018-12-21 16:31:29,5201812210665                 ,何明明,9.5,9.5,,0,0,0,0,0,0,0,南超,午班,pos5,,9.5
2018-12-21 16:28:58,5201812210660                 ,何明明,4,4,,4,0,0,0,0,0,0,南超,午班,pos5,,0
2018-12-21 16:28:42,5201812210659                 ,何明明,9,9,,0,0,0,0,0,0,0,南超,午班,pos5,,9
2018-12-21 16:27:04,5201812210658                 ,何明明,33.5,33.5,,0,0,0,0,0,0,0,南超,午班,pos5,,33.5
2018-12-21 16:25:47,5201812210655                 ,何明明,0.4,0.4,,0.4,0,0,0,0,0,0,南超,午班,pos5,,0
2018-12-21 16:24:58,5201812210653                 ,何明明,6.3,6.3,,0,0,0,0,0,0,0,南超,午班,pos5,,6.3
2018-12-21 16:22:43,5201812210652                 ,何明明,11,11,,0,0,0,0,0,0,0,南超,午班,pos5,,11
2018-12-21 16:19:21,5201812210648                 ,何明明,11.8,11.8,,0,0,0,0,0,0,0,南超,午班,pos5,,11.8
2018-12-21 16:16:22,5201812210645                 ,何明明,11.5,11.5,,0,0,0,0,0,11.5,0,南超,午班,pos5,,0
2018-12-21 16:12:20,5201812210640                 ,何明明,2.7,2.7,,0,0,0,0,0,2.7,0,南超,午班,pos5,,0
2018-12-21 16:08:00,5201812210635                 ,何明明,14.5,14.5,,0,0,0,0,0,0,0,南超,午班,pos5,,14.5
2018-12-21 16:06:44,5201812210630                 ,何明明,11.9,11.9,,0,0,0,0,0,0,0,南超,午班,pos5,,11.9
2018-12-21 15:57:57,5201812210622                 ,何明明,6,6,,0,0,0,0,0,0,0,南超,午班,pos5,,6
2018-12-21 15:57:23,5201812210621                 ,何明明,0.2,0.2,,0.2,0,0,0,0,0,0,南超,午班,pos5,,0
2018-12-21 15:56:54,5201812210620                 ,何明明,22.4,22.4,,22.4,0,0,0,0,0,0,南超,午班,pos5,,0
2018-12-21 15:50:05,5201812210607                 ,何明明,6.8,6.8,,0,0,0,0,0,6.8,0,南超,午班,pos5,,0
2018-12-21 15:48:00,5201812210606                 ,何明明,13.9,13.9,,0,0,0,0,0,0,0,南超,午班,pos5,,13.9
2018-12-21 15:40:17,5201812210596                 ,何明明,14.4,14.4,,0,0,0,0,0,14.4,0,南超,午班,pos5,,0
2018-12-21 15:40:05,5201812210594                 ,何明明,4,4,,0,0,0,0,0,0,0,南超,午班,pos5,,4
2018-12-21 15:38:08,5201812210589                 ,何明明,2.5,2.5,,0,0,0,0,0,2.5,0,南超,午班,pos5,,0
2018-12-21 15:37:40,5201812210587                 ,何明明,14.3,14.3,,0,0,0,0,0,0,0,南超,午班,pos5,,14.3
2018-12-21 15:35:35,5201812210585                 ,何明明,15.6,15.6,,0,0,0,0,0,0,0,南超,午班,pos5,,15.6
2018-12-21 15:31:06,5201812210576                 ,何明明,28.9,28.9,,0,0,0,0,0,28.9,0,南超,午班,pos5,,0
2018-12-21 15:26:48,5201812210565                 ,何明明,3.8,3.8,,0,0,0,0,0,3.8,0,南超,午班,pos5,,0
2018-12-21 15:24:29,5201812210560                 ,何明明,10.2,10.2,,0,0,0,0,0,0,0,南超,午班,pos5,,10.2
2018-12-21 15:24:12,5201812210559                 ,何明明,13.4,13.4,,0,0,0,0,0,13.4,0,南超,午班,pos5,,0
2018-12-21 15:19:34,5201812210553                 ,何明明,6.9,6.9,,6.9,0,0,0,0,0,0,南超,午班,pos5,,0
2018-12-21 15:17:28,5201812210548                 ,何明明,2.7,2.7,,0,0,0,0,0,0,0,南超,午班,pos5,,2.7
2018-12-21 15:17:11,5201812210547                 ,何明明,25,25,,0,0,0,0,0,0,0,南超,午班,pos5,,25
2018-12-21 15:17:05,5201812210546                 ,何明明,6.9,6.9,,0,0,0,0,0,6.9,0,南超,午班,pos5,,0
2018-12-21 15:13:26,5201812210539                 ,何明明,5.4,5.4,,0,0,0,0,0,5.4,0,南超,午班,pos5,,0
2018-12-21 15:11:57,5201812210538                 ,何明明,4.1,4.1,,0,0,0,0,0,4.1,0,南超,午班,pos5,,0
2018-12-21 15:08:00,5201812210530                 ,何明明,5.2,5.2,,0,0,0,0,0,5.2,0,南超,午班,pos5,,0
2018-12-21 15:00:10,5201812210520                 ,何明明,5.5,5.5,,0,0,0,0,0,5.5,0,南超,午班,pos5,,0
2018-12-21 14:54:26,5201812210518                 ,何明明,14.1,14.1,,0,0,0,0,0,14.1,0,南超,午班,pos5,,0
2018-12-21 14:51:07,5201812210513                 ,何明明,1,1,,0,0,0,0,0,0,0,南超,午班,pos5,,1
2018-12-21 14:47:07,5201812210511                 ,何明明,4.3,4.3,,0,0,0,0,0,4.3,0,南超,午班,pos5,,0
2018-12-21 14:45:35,5201812210509                 ,何明明,12.2,12.2,,0,0,0,0,0,12.2,0,南超,午班,pos5,,0
2018-12-21 14:41:15,5201812210505                 ,何明明,6.8,6.8,,0,0,0,0,0,0,0,南超,午班,pos5,,6.8
2018-12-21 14:32:01,5201812210498                 ,何明明,54,54,,0,0,0,0,0,0,0,南超,午班,pos5,,54
2018-12-21 14:31:38,5201812210497                 ,何明明,9,9,,0,0,0,0,0,0,0,南超,午班,pos5,,9
2018-12-21 14:31:19,5201812210496                 ,何明明,14.9,14.9,,0,0,0,0,0,0,0,南超,午班,pos5,,14.9
2018-12-21 14:31:17,5201812210495                 ,何明明,4.5,4.5,,4.5,0,0,0,0,0,0,南超,午班,pos5,,0
2018-12-21 14:18:29,5201812210484                 ,何明明,7.5,7.5,,0,0,0,0,0,7.5,0,南超,午班,pos5,,0
2018-12-21 14:18:15,5201812210483                 ,何明明,2.7,2.7,,2.7,0,0,0,0,0,0,南超,午班,pos5,,0
2018-12-21 14:14:02,5201812210481                 ,何明明,18.7,18.7,,0,0,0,0,0,0,0,南超,午班,pos5,,18.7
2018-12-21 14:10:38,5201812210479                 ,何明明,9.2,9.2,,0,0,0,0,0,9.2,0,南超,午班,pos5,,0
2018-12-21 14:07:07,5201812210476                 ,何明明,30.6,30.6,,0,0,0,0,0,0,0,南超,午班,pos5,,30.6
2018-12-21 14:06:03,5201812210473                 ,何明明,10.3,10.3,,0,0,0,0,0,10.3,0,南超,午班,pos5,,0
2018-12-21 13:55:56,5201812210467                 ,何明明,12,12,,12,0,0,0,0,0,0,南超,午班,pos5,,0
2018-12-21 13:50:29,5201812210465                 ,何明明,11,11,,0,0,0,0,0,11,0,南超,午班,pos5,,0
2018-12-21 13:38:39,5201812210458                 ,何明明,14.1,14.1,,0,0,0,0,0,14.1,0,南超,午班,pos5,,0
2018-12-21 13:23:04,5201812210439                 ,何明明,2.6,2.6,,0,0,0,0,0,2.6,0,南超,午班,pos5,,0
2018-12-21 13:20:11,5201812210429                 ,何明明,3.6,3.6,,0,0,0,0,0,0,0,南超,午班,pos5,,3.6
2018-12-21 13:13:00,5201812210412                 ,何明明,11,11,,0,0,0,0,0,0,0,南超,午班,pos5,,11
2018-12-21 13:12:36,5201812210411                 ,何明明,4.4,4.4,,0,0,0,0,0,0,0,南超,午班,pos5,,4.4
2018-12-21 13:11:52,5201812210409                 ,何明明,2.7,2.7,,0,0,0,0,0,0,0,南超,午班,pos5,,2.7
2018-12-21 13:11:19,5201812210408                 ,何明明,15.9,15.9,,0,0,0,0,0,0,0,南超,午班,pos5,,15.9
2018-12-21 13:08:15,5201812210404                 ,何明明,5.7,5.7,,0,0,0,0,0,0,0,南超,午班,pos5,,5.7
2018-12-21 13:07:59,5201812210403                 ,何明明,2.5,2.5,,0,0,0,0,0,0,0,南超,午班,pos5,,2.5
2018-12-21 13:04:38,5201812210397                 ,何明明,4,4,,0,0,0,0,0,0,0,南超,午班,pos5,,4
2018-12-21 13:03:51,5201812210395                 ,何明明,2.7,2.7,,0,0,0,0,0,0,0,南超,午班,pos5,,2.7
2018-12-21 13:03:30,5201812210394                 ,何明明,4,4,,0,0,0,0,0,0,0,南超,午班,pos5,,4
2018-12-21 13:00:18,5201812210388                 ,何明明,2.7,2.7,,0,0,0,0,0,0,0,南超,午班,pos5,,2.7
2018-12-21 13:00:17,5201812210387                 ,何明明,3.5,3.5,,3.5,0,0,0,0,0,0,南超,午班,pos5,,0
2018-12-21 12:59:27,5201812210385                 ,何明明,2.3,2.3,,0,0,0,0,0,2.3,0,南超,午班,pos5,,0
2018-12-21 12:59:11,5201812210383                 ,何明明,10.8,10.8,,10.8,0,0,0,0,0,0,南超,午班,pos5,,0
2018-12-21 12:56:52,5201812210382                 ,何明明,30.2,30.2,,0,0,0,0,0,0,0,南超,午班,pos5,,30.2
2018-12-21 12:54:25,5201812210380                 ,何明明,51.5,51.5,,0,0,0,0,0,51.5,0,南超,午班,pos5,,0
2018-12-21 12:53:25,5201812210376                 ,何明明,12,12,,0,0,0,0,0,0,0,南超,午班,pos5,,12
2018-12-21 12:49:19,5201812210367                 ,何明明,13.9,13.9,,0,0,0,0,0,13.9,0,南超,午班,pos5,,0
2018-12-21 12:45:01,5201812210365                 ,何明明,5.5,5.5,,0,0,0,0,0,0,0,南超,午班,pos5,,5.5
2018-12-21 12:43:54,5201812210360                 ,何明明,5.3,5.3,,0,0,0,0,0,5.3,0,南超,午班,pos5,,0
2018-12-21 12:43:35,5201812210358                 ,何明明,21,21,,0,0,0,0,0,0,0,南超,午班,pos5,,21
2018-12-21 12:43:09,5201812210357                 ,何明明,70,70,,0,0,0,0,0,70,0,南超,午班,pos5,,0
2018-12-21 12:40:53,5201812210351                 ,何明明,16.5,16.5,,0,0,0,0,0,0,0,南超,午班,pos5,,16.5
2018-12-21 12:32:19,5201812210335                 ,何明明,17.2,17.2,,0,0,0,0,0,0,0,南超,午班,pos5,,17.2
2018-12-21 12:32:08,5201812210334                 ,何明明,13.8,13.8,,0,0,0,0,0,13.8,0,南超,午班,pos5,,0
2018-12-21 12:20:38,5201812210315                 ,何明明,5.1,5.1,,0,0,0,0,0,5.1,0,南超,早班,pos5,,0
2018-12-21 12:16:15,5201812210309                 ,何明明,6,6,,0,0,0,0,0,0,0,南超,早班,pos5,,6
2018-12-21 12:15:43,5201812210308                 ,何明明,11.4,11.4,,0,0,0,0,0,0,0,南超,早班,pos5,,11.4
2018-12-21 12:15:25,5201812210306                 ,何明明,12.9,12.9,,0,0,0,0,0,0,0,南超,早班,pos5,,12.9
2018-12-21 12:14:52,5201812210303                 ,何明明,20,20,,20,0,0,0,0,0,0,南超,早班,pos5,,0
2018-12-21 12:05:13,5201812210287                 ,何明明,15.3,15.3,,0,0,0,0,0,15.3,0,南超,早班,pos5,,0
2018-12-21 12:04:04,5201812210285                 ,何明明,8.4,8.4,,0,0,0,0,0,0,0,南超,早班,pos5,,8.4
2018-12-21 12:03:20,5201812210284                 ,何明明,13.7,13.7,,0,0,0,0,0,13.7,0,南超,早班,pos5,,0
2018-12-21 12:02:41,5201812210282                 ,何明明,9.3,9.3,,0,0,0,0,0,9.3,0,南超,早班,pos5,,0
2018-12-21 12:00:42,5201812210273                 ,何明明,17.1,17.1,,0,0,0,0,0,17.1,0,南超,早班,pos5,,0
2018-12-21 12:00:27,5201812210272                 ,何明明,14.8,14.8,,0,0,0,0,0,0,0,南超,早班,pos5,,14.8
2018-12-21 12:00:12,5201812210270                 ,何明明,11.6,11.6,,0,0,0,0,0,11.6,0,南超,早班,pos5,,0
2018-12-21 11:58:46,5201812210266                 ,何明明,6,6,,0,0,0,0,0,0,0,南超,早班,pos5,,6
2018-12-21 11:57:32,5201812210262                 ,何明明,5.7,5.7,,0,0,0,0,0,0,0,南超,早班,pos5,,5.7
2018-12-21 11:56:58,5201812210259                 ,何明明,5.5,5.5,,0,0,0,0,0,0,0,南超,早班,pos5,,5.5
2018-12-21 11:54:36,5201812210254                 ,何明明,6,6,,0,0,0,0,0,0,0,南超,早班,pos5,,6
2018-12-21 11:50:13,5201812210249                 ,何明明,4.3,4.3,,0,0,0,0,0,4.3,0,南超,早班,pos5,,0
2018-12-21 11:49:33,5201812210246                 ,何明明,3.5,3.5,,0,0,0,0,0,0,0,南超,早班,pos5,,3.5
2018-12-21 11:40:45,5201812210239                 ,何明明,4.8,4.8,,0,0,0,0,0,4.8,0,南超,早班,pos5,,0
2018-12-21 11:35:19,5201812210233                 ,何明明,4.5,4.5,,0,0,0,0,0,0,0,南超,早班,pos5,,4.5
2018-12-21 11:24:09,5201812210226                 ,何明明,4,4,,0,0,0,0,0,0,0,南超,早班,pos5,,4
2018-12-21 11:23:38,5201812210225                 ,何明明,3.2,3.2,,0,0,0,0,0,0,0,南超,早班,pos5,,3.2
2018-12-21 11:18:28,5201812210220                 ,何明明,12.4,12.4,,0,0,0,0,0,0,0,南超,早班,pos5,,12.4
2018-12-21 11:16:19,5201812210219                 ,何明明,3.9,3.9,,0,0,0,0,0,0,0,南超,早班,pos5,,3.9
2018-12-21 11:02:31,5201812210212                 ,何明明,30.1,30.1,,0,0,0,0,0,30.1,0,南超,早班,pos5,,0
2018-12-21 10:42:38,5201812210199                 ,何明明,5.7,5.7,,0,0,0,0,0,5.7,0,南超,早班,pos5,,0
2018-12-21 10:38:19,5201812210198                 ,何明明,5,5,,0,0,0,0,0,5,0,南超,早班,pos5,,0
2018-12-21 10:34:23,5201812210195                 ,何明明,9.3,9.3,,0,0,0,0,0,9.3,0,南超,早班,pos5,,0
2018-12-21 10:24:57,5201812210188                 ,何明明,6,6,,0,0,0,0,0,6,0,南超,早班,pos5,,0
2018-12-21 10:22:59,5201812210186                 ,何明明,18.5,18.5,,0,0,0,0,0,18.5,0,南超,早班,pos5,,0
2018-12-21 10:20:14,5201812210185                 ,何明明,3,3,,0,0,0,0,0,0,0,南超,早班,pos5,,3
2018-12-21 10:16:46,5201812210183                 ,何明明,9.5,9.5,,0,0,0,0,0,9.5,0,南超,早班,pos5,,0
2018-12-21 10:10:09,5201812210176                 ,何明明,74.4,74.4,,0,0,0,0,0,74.4,0,南超,早班,pos5,,0
2018-12-21 10:09:56,5201812210175                 ,何明明,8.3,8.3,,0,0,0,0,0,8.3,0,南超,早班,pos5,,0
2018-12-21 10:09:35,5201812210174                 ,何明明,10.6,10.6,,0,0,0,0,0,0,0,南超,早班,pos5,,10.6
2018-12-21 10:09:05,5201812210172                 ,何明明,12.9,12.9,,0,0,0,0,0,12.9,0,南超,早班,pos5,,0
2018-12-21 10:07:49,5201812210169                 ,何明明,2.3,2.3,,2.3,0,0,0,0,0,0,南超,早班,pos5,,0
2018-12-21 10:05:37,5201812210166                 ,何明明,24.2,24.2,,0,0,0,0,0,24.2,0,南超,早班,pos5,,0
2018-12-21 10:04:20,5201812210162                 ,何明明,5,5,,0,0,0,0,0,5,0,南超,早班,pos5,,0
2018-12-21 10:02:54,5201812210158                 ,何明明,3.2,3.2,,0,0,0,0,0,3.2,0,南超,早班,pos5,,0
2018-12-21 10:02:16,5201812210157                 ,何明明,6.9,6.9,,0,0,0,0,0,6.9,0,南超,早班,pos5,,0
2018-12-21 10:01:41,5201812210154                 ,何明明,10.5,10.5,,0,0,0,0,0,0,0,南超,早班,pos5,,10.5
2018-12-21 10:01:19,5201812210151                 ,何明明,5,5,,0,0,0,0,0,5,0,南超,早班,pos5,,0
2018-12-21 10:00:57,5201812210149                 ,何明明,14.5,14.5,,0,0,0,0,0,0,0,南超,早班,pos5,,14.5
2018-12-21 09:59:35,5201812210143                 ,何明明,3.2,3.2,,0,0,0,0,0,0,0,南超,早班,pos5,,3.2
2018-12-21 09:54:04,5201812210129                 ,何明明,4.3,4.3,,0,0,0,0,0,4.3,0,南超,早班,pos5,,0
2018-12-21 09:52:44,5201812210125                 ,何明明,7.2,7.2,,0,0,0,0,0,0,0,南超,早班,pos5,,7.2
2018-12-21 09:51:53,5201812210122                 ,何明明,3.6,3.6,,0,0,0,0,0,3.6,0,南超,早班,pos5,,0
2018-12-21 09:48:40,5201812210105                 ,何明明,5.4,5.4,,0,0,0,0,0,5.4,0,南超,早班,pos5,,0
2018-12-21 09:47:07,5201812210102                 ,何明明,8,8,,0,0,0,0,0,8,0,南超,早班,pos5,,0
2018-12-21 09:45:26,5201812210096                 ,何明明,4.2,4.2,,0,0,0,0,0,0,0,南超,早班,pos5,,4.2
2018-12-21 09:45:08,5201812210094                 ,何明明,5.7,5.7,,0,0,0,0,0,0,0,南超,早班,pos5,,5.7
2018-12-21 09:40:46,5201812210083                 ,何明明,6,6,,0,0,0,0,0,6,0,南超,早班,pos5,,0
2018-12-21 09:40:17,5201812210082                 ,何明明,11.8,11.8,,0,0,0,0,0,11.8,0,南超,早班,pos5,,0
2018-12-21 09:28:57,5201812210069                 ,何明明,5,5,,0,0,0,0,0,0,0,南超,早班,pos5,,5
2018-12-21 09:27:56,5201812210068                 ,何明明,6,6,,0,0,0,0,0,0,0,南超,早班,pos5,,6
2018-12-21 09:16:30,5201812210062                 ,何明明,19.3,19.3,,0,0,0,0,0,19.3,0,南超,早班,pos5,,0
2018-12-21 09:15:59,5201812210060                 ,何明明,6,6,,0,0,0,0,0,6,0,南超,早班,pos5,,0
2018-12-21 09:15:48,5201812210059                 ,何明明,7.2,7.2,,0,0,0,0,0,7.2,0,南超,早班,pos5,,0
2018-12-21 09:06:16,5201812210053                 ,何明明,14,14,,0,0,0,0,0,14,0,南超,早班,pos5,,0
2018-12-21 08:55:16,5201812210047                 ,何明明,18.9,18.9,,0,0,0,0,0,0,0,南超,早班,pos5,,18.9
2018-12-21 08:48:15,5201812210043                 ,何明明,9,9,,0,0,0,0,0,0,0,南超,早班,pos5,,9
2018-12-21 08:48:04,5201812210042                 ,何明明,4.8,4.8,,0,0,0,0,0,4.8,0,南超,早班,pos5,,0
2018-12-21 08:40:51,5201812210037                 ,何明明,2.8,2.8,,0,0,0,0,0,0,0,南超,早班,pos5,,2.8
2018-12-21 08:28:54,5201812210032                 ,何明明,2.5,2.5,,0,0,0,0,0,0,0,南超,早班,pos5,,2.5
2018-12-21 08:11:44,5201812210021                 ,何明明,2.6,2.6,,0,0,0,0,0,0,0,南超,早班,pos5,,2.6
2018-12-21 08:05:55,5201812210017                 ,何明明,8.5,8.5,,0,0,0,0,0,8.5,0,南超,早班,pos5,,0
2018-12-21 07:57:57,5201812210013                 ,何明明,2.5,2.5,,0,0,0,0,0,0,0,南超,早班,pos5,,2.5
